2023-11-01 01:56:19.093936,100,3,300,132,2023-11-01 01:56:19.093936,2023-11-01 01:56:19.093936,False
2023-11-01 01:58:54.015229,100,2,200,162,2023-11-01 01:58:54.015229,2023-11-01 01:58:54.015229,False
2023-11-01 02:19:46.428603,100,2,200,187,2023-11-01 02:19:46.428603,2023-11-01 02:19:46.428603,False
2023-11-01 02:21:42.079700,100,1,100,176,2023-11-01 02:21:42.079700,2023-11-01 02:21:42.079700,False
2023-11-01 03:14:20.877165,100,1,100,101,2023-11-01 03:14:20.877165,2023-11-01 03:14:20.877165,False
2023-11-01 03:15:44.838667,100,4,400,153,2023-11-01 03:15:44.838667,2023-11-01 03:15:44.838667,False
2023-11-01 03:26:38.757633,100,4,400,187,2023-11-01 03:26:38.757633,2023-11-01 03:26:38.757633,False
2023-11-01 05:09:43.335660,100,3,300,163,2023-11-01 05:09:43.335660,2023-11-01 05:09:43.335660,False
2023-11-01 05:59:44.769583,100,4,400,102,2023-11-01 05:59:44.769583,2023-11-01 05:59:44.769583,False
2023-11-01 06:23:59.515084,100,2,200,163,2023-11-01 06:23:59.515084,2023-11-01 06:23:59.515084,False
2023-11-01 06:25:19.886054,100,3,300,116,2023-11-01 06:25:19.886054,2023-11-01 06:25:19.886054,False
2023-11-01 06:27:27.612574,100,1,100,114,2023-11-01 06:27:27.612574,2023-11-01 06:27:27.612574,False
2023-11-01 06:28:48.218319,100,1,100,158,2023-11-01 06:28:48.218319,2023-11-01 06:28:48.218319,False
2023-11-01 06:46:49.789331,100,4,400,157,2023-11-01 06:46:49.789331,2023-11-01 06:46:49.789331,False
2023-11-01 08:00:48.172718,100,4,400,145,2023-11-01 08:00:48.172718,2023-11-01 08:00:48.172718,False
2023-11-01 08:12:03.632144,100,2,200,104,2023-11-01 08:12:03.632144,2023-11-01 08:12:03.632144,False
2023-11-01 08:22:29.727940,100,1,100,148,2023-11-01 08:22:29.727940,2023-11-01 08:22:29.727940,False
2023-11-01 08:34:33.878710,100,4,400,115,2023-11-01 08:34:33.878710,2023-11-01 08:34:33.878710,False
2023-11-01 09:11:26.446835,100,2,200,113,2023-11-01 09:11:26.446835,2023-11-01 09:11:26.446835,False
2023-11-01 10:18:24.763515,100,2,200,152,2023-11-01 10:18:24.763515,2023-11-01 10:18:24.763515,False
2023-11-01 10:26:27.922259,100,2,200,187,2023-11-01 10:26:27.922259,2023-11-01 10:26:27.922259,False
2023-11-01 11:03:24.880803,100,1,100,167,2023-11-01 11:03:24.880803,2023-11-01 11:03:24.880803,False
2023-11-01 11:05:15.227851,100,4,400,137,2023-11-01 11:05:15.227851,2023-11-01 11:05:15.227851,False
2023-11-01 11:07:10.671582,100,3,300,122,2023-11-01 11:07:10.671582,2023-11-01 11:07:10.671582,False
2023-11-01 12:12:56.305631,100,4,400,149,2023-11-01 12:12:56.305631,2023-11-01 12:12:56.305631,False
2023-11-01 12:14:04.967786,100,2,200,125,2023-11-01 12:14:04.967786,2023-11-01 12:14:04.967786,False
2023-11-01 13:11:19.111267,100,2,200,120,2023-11-01 13:11:19.111267,2023-11-01 13:11:19.111267,False
2023-11-01 13:29:10.932404,100,1,100,159,2023-11-01 13:29:10.932404,2023-11-01 13:29:10.932404,False
2023-11-01 13:42:32.262605,100,3,300,149,2023-11-01 13:42:32.262605,2023-11-01 13:42:32.262605,False
2023-11-01 15:30:36.176639,100,3,300,183,2023-11-01 15:30:36.176639,2023-11-01 15:30:36.176639,False
2023-11-01 16:30:27.243031,100,2,200,196,2023-11-01 16:30:27.243031,2023-11-01 16:30:27.243031,False
2023-11-01 16:58:37.994917,100,4,400,148,2023-11-01 16:58:37.994917,2023-11-01 16:58:37.994917,False
2023-11-01 17:20:18.029779,100,2,200,116,2023-11-01 17:20:18.029779,2023-11-01 17:20:18.029779,False
2023-11-01 18:11:03.124835,100,2,200,107,2023-11-01 18:11:03.124835,2023-11-01 18:11:03.124835,False
2023-11-01 18:51:54.330743,100,3,300,194,2023-11-01 18:51:54.330743,2023-11-01 18:51:54.330743,False
2023-11-01 19:15:13.565786,100,2,200,132,2023-11-01 19:15:13.565786,2023-11-01 19:15:13.565786,False
2023-11-01 19:56:34.879661,100,2,200,132,2023-11-01 19:56:34.879661,2023-11-01 19:56:34.879661,False
2023-11-01 19:59:29.232440,100,3,300,148,2023-11-01 19:59:29.232440,2023-11-01 19:59:29.232440,False
2023-11-01 20:09:10.518581,100,2,200,172,2023-11-01 20:09:10.518581,2023-11-01 20:09:10.518581,False
2023-11-01 20:46:56.301329,100,1,100,156,2023-11-01 20:46:56.301329,2023-11-01 20:46:56.301329,False
2023-11-01 21:59:42.626435,100,3,300,132,2023-11-01 21:59:42.626435,2023-11-01 21:59:42.626435,False
2023-11-01 22:43:26.470270,100,1,100,195,2023-11-01 22:43:26.470270,2023-11-01 22:43:26.470270,False
2023-11-01 22:56:11.528747,100,2,200,136,2023-11-01 22:56:11.528747,2023-11-01 22:56:11.528747,False
2023-11-01 23:06:26.457512,100,4,400,142,2023-11-01 23:06:26.457512,2023-11-01 23:06:26.457512,False
2023-11-02 00:01:11.670507,100,4,400,192,2023-11-02 00:01:11.670507,2023-11-02 00:01:11.670507,False
2023-11-02 00:19:41.857067,100,2,200,118,2023-11-02 00:19:41.857067,2023-11-02 00:19:41.857067,False
2023-11-02 00:46:46.771577,100,2,200,181,2023-11-02 00:46:46.771577,2023-11-02 00:46:46.771577,False
2023-11-02 00:47:30.572806,100,3,300,128,2023-11-02 00:47:30.572806,2023-11-02 00:47:30.572806,False
2023-11-02 01:08:05.186532,100,3,300,176,2023-11-02 01:08:05.186532,2023-11-02 01:08:05.186532,False
2023-11-02 01:17:15.222312,100,1,100,111,2023-11-02 01:17:15.222312,2023-11-02 01:17:15.222312,False
2023-11-02 01:25:56.565249,100,1,100,147,2023-11-02 01:25:56.565249,2023-11-02 01:25:56.565249,False
2023-11-02 02:14:27.427866,100,1,100,198,2023-11-02 02:14:27.427866,2023-11-02 02:14:27.427866,False
2023-11-02 02:31:44.625046,100,4,400,109,2023-11-02 02:31:44.625046,2023-11-02 02:31:44.625046,False
2023-11-02 03:33:24.990000,100,2,200,140,2023-11-02 03:33:24.990000,2023-11-02 03:33:24.990000,False
2023-11-02 03:42:40.112115,100,1,100,124,2023-11-02 03:42:40.112115,2023-11-02 03:42:40.112115,False
2023-11-02 04:18:26.259054,100,2,200,158,2023-11-02 04:18:26.259054,2023-11-02 04:18:26.259054,False
2023-11-02 04:34:14.151024,100,2,200,181,2023-11-02 04:34:14.151024,2023-11-02 04:34:14.151024,False
2023-11-02 05:26:18.398446,100,4,400,107,2023-11-02 05:26:18.398446,2023-11-02 05:26:18.398446,False
2023-11-02 08:22:07.571523,100,2,200,132,2023-11-02 08:22:07.571523,2023-11-02 08:22:07.571523,False
2023-11-02 09:14:52.493627,100,4,400,100,2023-11-02 09:14:52.493627,2023-11-02 09:14:52.493627,False
2023-11-02 09:32:58.036745,100,2,200,137,2023-11-02 09:32:58.036745,2023-11-02 09:32:58.036745,False
2023-11-02 09:41:15.565065,100,2,200,180,2023-11-02 09:41:15.565065,2023-11-02 09:41:15.565065,False
2023-11-02 09:58:29.740340,100,3,300,107,2023-11-02 09:58:29.740340,2023-11-02 09:58:29.740340,False
2023-11-02 10:05:42.947179,100,3,300,178,2023-11-02 10:05:42.947179,2023-11-02 10:05:42.947179,False
2023-11-02 13:54:16.876671,100,1,100,116,2023-11-02 13:54:16.876671,2023-11-02 13:54:16.876671,False
2023-11-02 14:49:52.631303,100,3,300,127,2023-11-02 14:49:52.631303,2023-11-02 14:49:52.631303,False
2023-11-02 14:58:22.435642,100,4,400,108,2023-11-02 14:58:22.435642,2023-11-02 14:58:22.435642,False
2023-11-02 15:18:28.668920,100,2,200,110,2023-11-02 15:18:28.668920,2023-11-02 15:18:28.668920,False
2023-11-02 15:20:12.390079,100,1,100,148,2023-11-02 15:20:12.390079,2023-11-02 15:20:12.390079,False
2023-11-02 15:37:26.532529,100,2,200,141,2023-11-02 15:37:26.532529,2023-11-02 15:37:26.532529,False
2023-11-02 16:05:12.305238,100,2,200,157,2023-11-02 16:05:12.305238,2023-11-02 16:05:12.305238,False
2023-11-02 16:24:38.367030,100,3,300,102,2023-11-02 16:24:38.367030,2023-11-02 16:24:38.367030,False
2023-11-02 17:52:43.472482,100,1,100,105,2023-11-02 17:52:43.472482,2023-11-02 17:52:43.472482,False
2023-11-02 19:51:27.939419,100,1,100,142,2023-11-02 19:51:27.939419,2023-11-02 19:51:27.939419,False
2023-11-02 20:27:36.020787,100,2,200,170,2023-11-02 20:27:36.020787,2023-11-02 20:27:36.020787,False
2023-11-02 20:59:13.274093,100,4,400,125,2023-11-02 20:59:13.274093,2023-11-02 20:59:13.274093,False
2023-11-02 21:47:46.538887,100,2,200,116,2023-11-02 21:47:46.538887,2023-11-02 21:47:46.538887,False
2023-11-02 23:34:20.260133,100,1,100,172,2023-11-02 23:34:20.260133,2023-11-02 23:34:20.260133,False
2023-11-03 00:05:33.920467,100,1,100,135,2023-11-03 00:05:33.920467,2023-11-03 00:05:33.920467,False
2023-11-03 00:33:53.797519,100,1,100,168,2023-11-03 00:33:53.797519,2023-11-03 00:33:53.797519,False
2023-11-03 01:35:00.011128,100,3,300,168,2023-11-03 01:35:00.011128,2023-11-03 01:35:00.011128,False
2023-11-03 03:10:14.084386,100,2,200,180,2023-11-03 03:10:14.084386,2023-11-03 03:10:14.084386,False
2023-11-03 04:16:22.768058,100,2,200,180,2023-11-03 04:16:22.768058,2023-11-03 04:16:22.768058,False
2023-11-03 06:05:10.158844,100,4,400,192,2023-11-03 06:05:10.158844,2023-11-03 06:05:10.158844,False
2023-11-03 07:06:55.143152,100,4,400,138,2023-11-03 07:06:55.143152,2023-11-03 07:06:55.143152,False
2023-11-03 07:50:09.227686,100,3,300,141,2023-11-03 07:50:09.227686,2023-11-03 07:50:09.227686,False
2023-11-03 08:17:13.376243,100,2,200,110,2023-11-03 08:17:13.376243,2023-11-03 08:17:13.376243,False
2023-11-03 08:17:38.124488,100,3,300,165,2023-11-03 08:17:38.124488,2023-11-03 08:17:38.124488,False
2023-11-03 09:07:41.356590,100,4,400,117,2023-11-03 09:07:41.356590,2023-11-03 09:07:41.356590,False
2023-11-03 09:44:13.825563,100,3,300,111,2023-11-03 09:44:13.825563,2023-11-03 09:44:13.825563,False
2023-11-03 10:00:36.756282,100,1,100,189,2023-11-03 10:00:36.756282,2023-11-03 10:00:36.756282,False
2023-11-03 10:02:19.876535,100,3,300,123,2023-11-03 10:02:19.876535,2023-11-03 10:02:19.876535,False
2023-11-03 10:45:30.164190,100,2,200,154,2023-11-03 10:45:30.164190,2023-11-03 10:45:30.164190,False
2023-11-03 12:42:54.059815,100,3,300,107,2023-11-03 12:42:54.059815,2023-11-03 12:42:54.059815,False
2023-11-03 13:37:12.021905,100,3,300,186,2023-11-03 13:37:12.021905,2023-11-03 13:37:12.021905,False
2023-11-03 13:50:45.884778,100,3,300,187,2023-11-03 13:50:45.884778,2023-11-03 13:50:45.884778,False
2023-11-03 13:50:47.106193,100,2,200,156,2023-11-03 13:50:47.106193,2023-11-03 13:50:47.106193,False
2023-11-03 14:00:46.503493,100,4,400,172,2023-11-03 14:00:46.503493,2023-11-03 14:00:46.503493,False
2023-11-03 14:20:48.567033,100,4,400,116,2023-11-03 14:20:48.567033,2023-11-03 14:20:48.567033,False
2023-11-03 16:37:14.950709,100,2,200,145,2023-11-03 16:37:14.950709,2023-11-03 16:37:14.950709,False
2023-11-03 17:12:24.956346,100,4,400,179,2023-11-03 17:12:24.956346,2023-11-03 17:12:24.956346,False
2023-11-03 17:12:26.691671,100,2,200,157,2023-11-03 17:12:26.691671,2023-11-03 17:12:26.691671,False
2023-11-03 17:13:19.276897,100,1,100,177,2023-11-03 17:13:19.276897,2023-11-03 17:13:19.276897,False
2023-11-03 17:52:28.060937,100,3,300,136,2023-11-03 17:52:28.060937,2023-11-03 17:52:28.060937,False
2023-11-03 18:39:38.159551,100,1,100,183,2023-11-03 18:39:38.159551,2023-11-03 18:39:38.159551,False
2023-11-03 18:59:28.833231,100,1,100,126,2023-11-03 18:59:28.833231,2023-11-03 18:59:28.833231,False
2023-11-03 19:09:38.705673,100,1,100,196,2023-11-03 19:09:38.705673,2023-11-03 19:09:38.705673,False
2023-11-03 19:56:47.730018,100,3,300,191,2023-11-03 19:56:47.730018,2023-11-03 19:56:47.730018,False
2023-11-03 20:46:19.364475,100,1,100,157,2023-11-03 20:46:19.364475,2023-11-03 20:46:19.364475,False
2023-11-03 21:46:23.595471,100,2,200,167,2023-11-03 21:46:23.595471,2023-11-03 21:46:23.595471,False
2023-11-03 22:48:02.955733,100,1,100,105,2023-11-03 22:48:02.955733,2023-11-03 22:48:02.955733,False
2023-11-03 23:08:54.795662,100,4,400,179,2023-11-03 23:08:54.795662,2023-11-03 23:08:54.795662,False
2023-11-04 00:07:56.170824,100,4,400,103,2023-11-04 00:07:56.170824,2023-11-04 00:07:56.170824,False
2023-11-04 00:12:43.995508,100,4,400,195,2023-11-04 00:12:43.995508,2023-11-04 00:12:43.995508,False
